"city","year","region","num_obs","ch4co","ch4co_lower","ch4co_upper","ch4_full","ch4_full_lower","ch4_full_upper","ch4_sron","ch4_sron_lower","ch4_sron_upper"
"add",2023,"Africa",7,1.21340955591467,0.842966868908842,1.57564224179445,0.928859790948208,-1.00573190530532,2.98895273129979,0.923751436775892,0.580353299289719,1.33459389355555
"ahm",2019,"South & West Asia",23,0.955818413397913,0.825724616685743,1.10235578210523,0.388587066914455,-0.513275111878748,1.27074629342238,0.399991962067447,0.299460387759028,0.527693194937563
"ahm",2020,"South & West Asia",44,0.892353136622164,0.800953266673735,0.996524607533866,0.37776703848436,-0.503749126947738,1.32227366141787,0.385269180822795,0.286082005147267,0.49064513686065
"ahm",2021,"South & West Asia",56,0.961802279223965,0.880404020210129,1.04842179103433,0.39544753830289,-0.573579266908839,1.4064257461651,0.423122543076609,0.311061991890909,0.524495035414199
"ahm",2022,"South & West Asia",62,0.970122625524393,0.899563618439989,1.03936383040555,0.427024848473245,-0.547342482329154,1.42983477070677,0.429892846975056,0.322793777294918,0.538361115446025
"ahm",2023,"South & West Asia",69,1.04960925603336,0.977290101077944,1.13125574769472,0.480195287526467,-0.640008100974732,1.61937458646833,0.465055261893947,0.350903797975918,0.58599009256069
"amm",2020,"South & West Asia",6,0.900757590095754,0.703309465422819,1.1225746812631,0.0352546405470813,-0.033854968642673,0.107777462626359,0.0340170673829524,0.0227657756387054,0.0471538922083565
"amm",2021,"South & West Asia",10,1.03393849444434,0.85947805541503,1.1960190280056,0.0424255897674079,-0.0460964108270987,0.128733546774916,0.0430156273143394,0.0308927955746981,0.0559409186376624
"amm",2022,"South & West Asia",17,1.30429387126843,1.14267985332109,1.50153751987818,0.0551817343138624,-0.0567351181828742,0.166780082250843,0.0554201594107206,0.0404222141355792,0.0702547605580004
"amm",2023,"South & West Asia",23,1.19770643594857,1.05943280792934,1.35202659448032,0.0505350271803975,-0.0537084441843337,0.160477596259875,0.0504362819162348,0.0373416821114666,0.0628985262060274
"ams",2019,"Europe",8,1.252114092086,0.929009971011613,1.67756505233248,0.253974493290352,-0.0333686266093063,0.584110611325762,0.242358037557191,0.160102905883245,0.347893877146422
"ams",2020,"Europe",11,1.11855599637984,0.911860046880989,1.37064461692172,0.1987102934279,-0.0457006925492034,0.448542571483815,0.193054976737654,0.132834421483454,0.262213172563611
"ams",2021,"Europe",12,0.9798720013668,0.824813237815287,1.16792150322471,0.177752690832954,-0.0454300092876277,0.418187256895036,0.177588693417237,0.129819951131369,0.235451081085385
"ams",2022,"Europe",13,1.11498021984984,0.881043098073906,1.35634760123999,0.195287670850866,-0.0499129670219504,0.445463205549812,0.193539426520196,0.136262810613177,0.256463368994048
"ams",2023,"Europe",24,1.23289953508917,0.986154496635061,1.61786435440076,0.216808400899953,-0.0486556153272311,0.502914541396103,0.215523534189005,0.144139762921926,0.303315326665755
"asu",2019,"Latin America",46,1.03590218540675,0.916155691206929,1.19173552056308,0.142275947517643,-0.173279239131333,0.451762863863846,0.147554871862518,0.108443325252414,0.18760178288087
"asu",2020,"Latin America",32,0.935420540645544,0.849892871338549,1.03424046481433,0.133725281741717,-0.150223561964812,0.389650753946749,0.132203035733333,0.100618335407043,0.167062028859162
"asu",2021,"Latin America",70,1.02597692710859,0.966300855270416,1.08855611116921,0.155870090271169,-0.14390911346162,0.466569220878996,0.150148805542889,0.113136763896145,0.186655624796224
"asu",2022,"Latin America",63,0.929225166592378,0.865356037714146,0.991304293646122,0.128498483307962,-0.152218258432004,0.411892305229369,0.136769102356034,0.101731978945719,0.169830106543602
"asu",2023,"Latin America",68,1.04379783662571,0.973900363803891,1.12543233966283,0.15256123472702,-0.162508329360356,0.51161937466415,0.152086569549912,0.114508500252598,0.186087269760166
"atl",2019,"North America",18,1.49413989258565,1.03922593139589,2.06756226795669,0.184760942174741,0.0228787055273517,0.377475226291917,0.181850455940994,0.112640060637147,0.270056574180687
"atl",2020,"North America",29,0.929034233635256,0.796736347200315,1.07169359421286,0.106912941053249,0.0243242860459664,0.19624888436518,0.103247614739347,0.0745467404561829,0.132138913847749
"atl",2021,"North America",26,1.04926419459124,0.904628846912869,1.20995879467698,0.12518360558667,0.0253804658575821,0.243444170286966,0.126735064692075,0.0927799931825751,0.163768206967763
"atl",2022,"North America",29,0.966628562201781,0.83606281025044,1.12473891627658,0.119019152148724,0.0141981519064914,0.224573502544468,0.118898157639082,0.0867248618798697,0.153962353780698
"atl",2023,"North America",32,0.99723889630185,0.88380292617671,1.1082000938947,0.120734841905932,0.0152659341339144,0.223356051177519,0.122510534952297,0.0897590133203364,0.153224850779263
"aus",2020,"North America",9,0.836786275275828,0.585043353628644,1.17775958515361,0.0407163658683236,0.00573385389366489,0.084864176812028,0.0406277129856481,0.0256235048035271,0.0600201838118153
"aus",2021,"North America",8,0.98688837747761,0.811538415378394,1.1846520405511,0.0513365722134379,0.00834968515890903,0.0984091521366585,0.0516550908370166,0.0369564779602372,0.0687335592238543
"aus",2022,"North America",20,1.15111810522186,1.01340579164018,1.3056458223914,0.0621314978150845,0.0047590306357385,0.120001058770581,0.0618270864949675,0.04638641718415,0.0779804983678801
"aus",2023,"North America",14,1.23098703098985,1.09246643604201,1.35435552661288,0.0688126036174217,0.0122268790355464,0.125049526768366,0.0655638971375945,0.0477521085707239,0.0822101663702496
"bag",2019,"South & West Asia",17,0.853857576972729,0.767771967185499,0.946247323262238,0.0335142209986402,-0.0346662434444092,0.107187963183798,0.0341543510383318,0.0254226166834032,0.0422231848179985
"bag",2020,"South & West Asia",27,0.93276916572439,0.841434723647255,1.02280339818473,0.0367966394419282,-0.0446800826277725,0.113716562471005,0.0366249244429027,0.0260179471501236,0.0455139291770731
"bag",2021,"South & West Asia",23,1.06331042593828,0.963637029192828,1.17068109596656,0.044423384293055,-0.0420389449607715,0.130642477604123,0.0446957321614436,0.0332246911607822,0.0551356285529115
"bag",2022,"South & West Asia",27,1.03367499417607,0.914046937012875,1.16353582403926,0.0469816461360785,-0.0432422801008485,0.137585580742016,0.04617199273799,0.0337380259264128,0.0585683002825062
"bag",2023,"South & West Asia",49,1.08312116177385,0.989694466669394,1.18311494475403,0.0482685246764203,-0.0581587829073213,0.147677522683304,0.048932574377094,0.0358237893760783,0.0601732652120935
"bar",2020,"Europe",8,1.41401367564476,1.16140873693524,1.66443042849153,0.0728838016247884,-0.0161613950462497,0.165538319168895,0.0713475243938644,0.0512916658765963,0.093167677817935
"bar",2021,"Europe",8,1.89527979993711,1.50127107589267,2.42444409513111,0.0983153987330904,-0.0242418223228038,0.223041240496696,0.0977798437488859,0.0670406495378405,0.134654955581376
"bar",2022,"Europe",11,1.32600530120924,1.16472688629099,1.57729239974904,0.0685052624176348,-0.0197786391970852,0.152517480532703,0.0685986884037857,0.0509060649389831,0.0899881914510637
"bar",2023,"Europe",27,1.61810147809119,1.45267031217058,1.80379686471529,0.0862379317794827,-0.0211570608290893,0.193384997021067,0.0841657629680509,0.0624828855967739,0.107294677481748
"bei",2019,"Central East Asia",62,0.800334270313883,0.710158352346864,0.898431011339712,0.612357219158131,-0.625180762003835,1.84565927888219,0.643884929751818,0.471726580729311,0.813786295336199
"bei",2020,"Central East Asia",57,0.872226367848136,0.776170343313782,0.976917143785342,0.712162088740135,-0.590179462307997,2.04093721067622,0.682249070243401,0.498403956597824,0.873823000856263
"bei",2021,"Central East Asia",41,0.922740902861112,0.824662588886485,1.0308445975042,0.706885873744355,-0.700184172429006,2.07734230161248,0.740456171708794,0.552965740150719,0.935089486912734
"bei",2022,"Central East Asia",48,0.855059612736315,0.774792855257905,0.944738499563146,0.67630921885803,-0.563212983505595,1.90959689176236,0.687728691978,0.506296032804195,0.85954854636835
"bei",2023,"Central East Asia",48,0.929678404098468,0.826168020740935,1.03426517190947,0.713224033638128,-0.742518748065474,2.31077596837836,0.752717378802202,0.560325752236026,0.972722855692128
"ben",2019,"South & West Asia",10,0.821891500354078,0.687912209549312,1.05416885122576,0.330306081479341,-0.508119188225143,1.14706162323281,0.342179369991581,0.252552576351031,0.47569015063178
"ben",2020,"South & West Asia",12,0.833794756827629,0.668318257816071,1.01909020808873,0.349084901335391,-0.459971589481363,1.15688795754855,0.353402625644289,0.245859727967113,0.472792807918492
"ben",2021,"South & West Asia",24,0.856313812199499,0.753197496951625,0.973796962256418,0.359001318525836,-0.565442061751147,1.25759222141118,0.371675716999708,0.278128374804999,0.479646661951333
"ben",2022,"South & West Asia",24,1.00337959808958,0.90344247036185,1.11217534976107,0.405525289943287,-0.610820628709731,1.39954984853685,0.437643425692241,0.330050216303073,0.561815715525735
"ben",2023,"South & West Asia",36,0.972520014548811,0.879559774901057,1.07293153201771,0.455744443987989,-0.500565342244438,1.45721712968983,0.42451824106668,0.311537499007155,0.536762101687731
"ber",2019,"Europe",6,1.32395268224029,0.815101266436283,2.0576258075784,0.0745903007948471,-0.0155534099634906,0.188931096455256,0.0762498589823105,0.0442154444665121,0.124151642729781
"ber",2020,"Europe",20,1.13029210618203,0.87947197718082,1.51262711134321,0.0609878326620856,-0.0134062947362236,0.142605587752561,0.0623869936962395,0.0420465522199944,0.0868986405047423
"ber",2021,"Europe",16,1.31604973602461,1.07921580533858,1.5921404544035,0.0795677406015416,-0.0137648330275769,0.179607400082304,0.0779447079623751,0.0538527818950658,0.105341282543058
"ber",2022,"Europe",14,1.03792017475977,0.872580683482793,1.22394087854783,0.0619884116942872,-0.0153908165309736,0.13669636961863,0.0613164534063345,0.0459163139393248,0.0788610473333469
"ber",2023,"Europe",31,1.24745916237916,1.02684818031703,1.51979502408886,0.0754949310926224,-0.0148872143620272,0.174257996646627,0.0741922961536232,0.0510389394618037,0.0982484310507928
"bgk",2019,"East, Southeast Asia & Oceania",31,1.08166994247442,0.935169166190686,1.23764461759674,0.749258484011136,-0.778011635001113,2.36008628359616,0.732495104400235,0.541836324165528,0.936903817472696
"bgk",2020,"East, Southeast Asia & Oceania",23,1.09072774815834,0.820966213024899,1.44661202847172,0.600604110082296,-0.623171695683565,1.9431874752948,0.610359100277387,0.415403154171055,0.862545268651008
"bgk",2021,"East, Southeast Asia & Oceania",35,1.13021233271913,1.01603387793368,1.25507420789515,0.605666552837576,-0.744528787463216,1.98813132252716,0.62907839428522,0.460566262290187,0.798164361185806
"bgk",2022,"East, Southeast Asia & Oceania",20,1.40917653254711,1.22040526079726,1.64229306780529,0.736248442049481,-0.847196288001566,2.49838705899409,0.788189886718424,0.577455805443928,1.02439773650757
"bgk",2023,"East, Southeast Asia & Oceania",29,1.24641524920268,1.0967899735341,1.40499022583459,0.672126479515119,-0.763137258589271,2.21986195187244,0.698220622658729,0.533190534323979,0.901267882080403
"bos",2019,"North America",20,1.06699553962965,0.849452012118062,1.29185883323979,0.162056736566181,0.0207334153554804,0.312867310490528,0.161275441326281,0.115989398893198,0.215776488244683
"bos",2020,"North America",18,0.997932821821739,0.767246757745871,1.2758269470349,0.1320967652584,0.0161042240989126,0.254127986033332,0.134632091623195,0.0925639791657242,0.183171395184325
"bos",2021,"North America",22,0.988145471160588,0.866551357513118,1.10614672259342,0.148781621737305,0.0212492095141732,0.276443141547647,0.147848325037556,0.109364344770675,0.190653742113044
"bos",2022,"North America",23,1.37461319564909,1.05232389176176,1.86321619777895,0.206269415260181,0.032463032659868,0.413201499053835,0.210994566551798,0.143737037330876,0.314367698875371
"bos",2023,"North America",24,1.12776831917312,0.9610000794337,1.28464942445159,0.173243027615221,0.021967294859991,0.333674099932144,0.17282621736724,0.130343183463938,0.222143819473988
"bra",2019,"Latin America",11,1.22964635907043,1.02006031789246,1.48540186303357,0.125502502707339,-0.171581091688055,0.426414587260776,0.124960999824306,0.0924969772309242,0.166322231325466
"bra",2020,"Latin America",24,1.10842708602629,0.957710569163866,1.2887925626828,0.110148727162341,-0.156257077417191,0.40125180888951,0.114271373693078,0.085438200203771,0.148465435964865
"bra",2021,"Latin America",22,1.15699961043859,0.989237662325843,1.35629703038726,0.119587253753613,-0.175873517301188,0.433496839976544,0.122086293498215,0.0880382281098638,0.158668786184051
"bra",2022,"Latin America",27,1.28117111692217,1.16828918465052,1.43072679112034,0.13271291235074,-0.189571734751318,0.457690283177366,0.138183527968712,0.102047472784274,0.173517830016968
"bra",2023,"Latin America",23,1.27509777244897,1.12774796060659,1.43317414670185,0.139215187672271,-0.208202838389468,0.477138294469992,0.136747510969695,0.099355902514483,0.172054564344778
"bue",2019,"Latin America",21,1.42834437003302,1.16941428971869,1.76346643433418,0.161976137488638,-0.188964046297454,0.540332995316854,0.162850136964294,0.117905667813167,0.218563781172414
"bue",2020,"Latin America",40,1.37485582236228,1.21645936824418,1.54403502291695,0.137446075702382,-0.178070920118631,0.449799193485935,0.140643560258386,0.103509797026441,0.177330426722093
"bue",2021,"Latin America",51,1.35833475822378,1.25451236884784,1.46660719828225,0.161430352777544,-0.13532041239537,0.492915889962356,0.152014039538579,0.11512698018794,0.187744321324938
"bue",2022,"Latin America",59,1.30505810914398,1.21937462132855,1.39809590777343,0.147897926837206,-0.144669511797691,0.438120307795126,0.146531777845584,0.107555937734849,0.182448873991282
"bue",2023,"Latin America",60,1.36139705499575,1.25267598933945,1.47687058567365,0.147110520831787,-0.177443531898423,0.467444294259087,0.153205212185433,0.112813319851762,0.191104109991244
"cai",2019,"Africa",38,1.36742759233583,1.20783304484978,1.57208169448456,0.678764537008296,-0.672277419432901,2.09282674596278,0.646596013753297,0.488655556328833,0.813347545414338
"cai",2020,"Africa",38,1.42354748941263,1.24117001970788,1.60838971717479,0.6529755567185,-0.721729426799084,2.02162144719378,0.666492563767435,0.504685052743604,0.855884949545706
"cai",2021,"Africa",53,1.34716243129387,1.22633120696492,1.46617844867274,0.682275880437854,-0.739774936413874,2.09842468404956,0.668797513900653,0.502171930210775,0.842190213439464
"cai",2022,"Africa",48,1.47510685112665,1.32710374326772,1.62410700837015,0.773346859273057,-0.854800186279066,2.28112715201394,0.761390095444688,0.55371826314839,0.972515143740264
"cai",2023,"Africa",66,1.4891369888275,1.35413192676051,1.63214197742872,0.731909564508095,-0.931747877548536,2.45528438688085,0.770323362108208,0.578139825972933,0.958280266284341
"cal",2019,"North America",17,1.02571679065439,0.824131080176085,1.25904277292039,0.0367429689196713,-0.0497263482020046,0.13033498214781,0.0386266852483412,0.0275501390063792,0.0515332098648925
"cal",2020,"North America",19,0.929389193540436,0.777005400164371,1.07634832529039,0.0336041849162962,-0.0367358305512676,0.105903235983849,0.0329812374930317,0.0233670135562052,0.0422901809249249
"cal",2021,"North America",26,0.904945785883687,0.750570742761664,1.071690186841,0.0311989832799057,-0.0388201459001021,0.0954871819974715,0.0330497008014989,0.0232014666705648,0.0421620694865239
"cal",2022,"North America",22,0.984142497029386,0.879213403020027,1.10668077516151,0.0372470075974106,-0.0362897501682197,0.11114840093199,0.0361686879333821,0.0266117008970769,0.0453014112898894
"cal",2023,"North America",36,1.25589425148078,1.04751573224397,1.48278877742658,0.0463438431913034,-0.0501438257491022,0.144091932302946,0.046581394749262,0.0331285448254371,0.0600005463088063
"cdu",2019,"Central East Asia",9,1.21015298112833,1.03149636884548,1.37387543167759,0.485747728203486,-0.393200633612344,1.39353332379823,0.490237741782951,0.360702995771402,0.638535511972659
"cdu",2021,"Central East Asia",7,1.15210778518634,0.886100898125925,1.44334821806168,0.439347266328795,-0.390266276700689,1.34603834725354,0.468184243747401,0.332606490255776,0.640183434650287
"cdu",2022,"Central East Asia",5,0.997202321767303,0.558731719316545,1.38359544167728,0.400626555129661,-0.339285313122582,1.15329109453951,0.406238266438695,0.215063804482994,0.599638207789355
"cdu",2023,"Central East Asia",12,1.33463604199068,1.06974473393935,1.58435361541127,0.550136293502496,-0.426464894704041,1.60215050503892,0.541692816761807,0.380179848997837,0.722567534086508
"che",2019,"South & West Asia",8,0.815501868082328,0.637977604958211,0.989655432511596,0.252627033793012,-0.329661728157539,0.861318063507864,0.253318581516772,0.174220755969777,0.335221405458796
"che",2020,"South & West Asia",7,1.03455018919564,0.818958317279494,1.25566717080284,0.347185470976711,-0.442556279129936,1.09173976634534,0.319314824655377,0.220895744273418,0.429371113487298
"che",2021,"South & West Asia",14,0.994698710563096,0.900641605989837,1.10612604529853,0.322037076390407,-0.377030803028272,1.07562412763238,0.314458084811775,0.233746069336084,0.396933797516975
"che",2022,"South & West Asia",11,1.12522328302109,0.981462180267829,1.27594695157412,0.346715379105762,-0.444398185740047,1.17590563561074,0.35951829312116,0.266918391013068,0.462204570284166
"che",2023,"South & West Asia",21,1.01060072601871,0.902673494881292,1.14085967226563,0.315668505470217,-0.417790402916143,1.07268191762784,0.321759677448353,0.24672949225512,0.416382405957828
"chi",2019,"North America",11,0.953304400808143,0.822697769396623,1.07984476350415,0.352055159618158,0.0618102592544331,0.64311598810906,0.352319957593727,0.260026104112191,0.458531538563292
"chi",2020,"North America",9,0.944125085543968,0.705302890039446,1.22822468440195,0.303358096121122,0.0378002006894998,0.61354840074771,0.303700232598713,0.20817801111339,0.424323797956692
"chi",2021,"North America",11,0.930178027530477,0.756233755814027,1.16996505974124,0.33169430012011,0.0329824522533073,0.675783669028386,0.332877517858156,0.239307586327852,0.449067961002141
"chi",2022,"North America",14,1.06834555086912,0.903829732942545,1.2780299293998,0.395957715146736,0.0977443316257388,0.720310130431952,0.387323925676552,0.278833779894004,0.513498632027683
"chi",2023,"North America",24,1.06485517571901,0.891293618452399,1.22069827281004,0.396265535217128,0.0746614775243369,0.754102470814893,0.382075109708005,0.273367210136306,0.491838325642167
"cho",2019,"Central East Asia",7,1.32609295520709,1.03368013531255,1.76218957271047,0.590559046534933,-0.491815637555172,1.68518966474025,0.570273270679293,0.393830352585256,0.812755536746012
"cho",2020,"Central East Asia",6,1.14386355059538,0.88131999521438,1.47081446366921,0.492980698469271,-0.413289904698953,1.40145190700772,0.494168978139468,0.340243402400461,0.689127125875864
"cho",2021,"Central East Asia",8,1.13870761163145,0.860117068372307,1.4311235231262,0.483982311960489,-0.51103479051607,1.52256844080423,0.505154038483662,0.335998888234749,0.699534739002497
"cho",2022,"Central East Asia",7,1.18590498896593,0.949358839644137,1.42466676876719,0.548700608490324,-0.495636097089834,1.6145757465739,0.527833278550029,0.37482484495839,0.691261158748888
"cho",2023,"Central East Asia",12,0.907811601100852,0.79110110184765,1.03769175786562,0.383166261277886,-0.377621097486217,1.14485181501219,0.402474716043856,0.295918545532169,0.520281183706095
"cop",2019,"Europe",8,1.70011339517238,1.24070451588453,2.20278332991719,0.0699762737021091,-0.0181352738524541,0.167070909130589,0.0709561491606129,0.0456663528813821,0.100611409901939
"cop",2020,"Europe",10,1.14206790176258,0.79100456114996,1.68598178155382,0.0418544743486826,-0.0122181905133781,0.105471388758642,0.0431242934033514,0.0273416522658148,0.0684272292208687
"cop",2021,"Europe",9,1.24136313696426,1.02574500787115,1.56317011257468,0.0451813146018015,-0.0102465079487359,0.10514342040622,0.0463882105013651,0.0318376214921335,0.063411891040656
"cop",2022,"Europe",7,1.31278624515818,0.951710727472113,1.64902017453466,0.0500848855974287,-0.0105758560017129,0.116062144761791,0.0483454855214459,0.032162850387632,0.0673836897176208
"cop",2023,"Europe",33,1.20337747064001,1.01940098893892,1.42556205123943,0.0451989520056076,-0.00996780719097184,0.104403584199008,0.0452135526626024,0.0323578380465007,0.05859553418965
"cpt",2023,"Africa",10,1.53926842684676,1.26582134638358,1.85561938215515,0.306238398349562,-0.276112721820206,0.936484028441702,0.293678222636214,0.207353937467133,0.38664664061688
"cur",2019,"Latin America",26,1.1246642079854,0.983559006116258,1.27599499817112,0.107474524758137,-0.147437492476454,0.35793546262683,0.104537013313599,0.0771632667129167,0.132976131441171
"cur",2020,"Latin America",42,1.04076964251062,0.930077318587134,1.16196115947393,0.0962126811993584,-0.146412387988996,0.315814404321438,0.0978264733779126,0.0715739029201294,0.123309975439063
"cur",2021,"Latin America",34,1.01798900674171,0.936459830370339,1.10643561838273,0.102874676816779,-0.123477665202067,0.331535010325765,0.0986870684568604,0.076007381767173,0.121899532602352
"cur",2022,"Latin America",20,1.0655897819934,0.939447247333255,1.19899728957358,0.106738245225874,-0.120609284089647,0.36179250871083,0.102954669253603,0.0772667664366905,0.128995377163423
"cur",2023,"Latin America",43,1.08256268287068,0.991505717839243,1.18329882082815,0.104678297663688,-0.146922100283381,0.34514968991223,0.104516988310132,0.0764907736584222,0.131121876287153
"dc",2019,"North America",8,0.996880801099652,0.81430019923558,1.22820892378876,0.234876927195863,0.0416087116109529,0.460050262592071,0.229536092838004,0.163052708371454,0.308121986997993
"dc",2020,"North America",14,1.15130783694694,0.928098480103948,1.41702716706153,0.237772858556906,0.0347404080663491,0.46071357766631,0.235783762227291,0.163993004866539,0.317002464707318
"dc",2021,"North America",22,1.0860627285577,0.923080760317753,1.27732879679393,0.24635855022091,0.0319425765290197,0.475189220483367,0.246301545459644,0.182430753545605,0.324954095745467
"dc",2022,"North America",21,1.09583577961147,0.95885471967773,1.26629876332926,0.253659481562668,0.023078527657869,0.476972759660901,0.253894631177934,0.189855217820541,0.331367168061264
"dc",2023,"North America",43,1.1211591207786,1.02136204678143,1.23068531565384,0.259193788412354,0.0513301025017262,0.480322793654862,0.259141390098621,0.196775655829223,0.32376673006996
"del",2019,"South & West Asia",44,1.03969357722115,0.943183862896101,1.13286246540171,0.867846040201913,-1.22469599253868,3.01748537713745,0.906129442441376,0.685654253992555,1.14694232957621
"del",2020,"South & West Asia",79,1.05985844974807,0.996084281809085,1.12465014673858,0.989903375424097,-1.31619295642502,3.10176970661689,0.940701270297223,0.702442642715936,1.18095514906591
"del",2021,"South & West Asia",82,1.04764282826634,0.989656769068192,1.10861342578968,0.939494118352374,-1.28674849156263,3.2498486597352,0.943324380673591,0.711853180201992,1.1820738679718
"del",2022,"South & West Asia",76,1.10468911542949,1.04020139464873,1.1702371317593,0.944166629807591,-1.22933302692919,3.38119205498532,0.994635837168479,0.761305216492044,1.22283588111737
"del",2023,"South & West Asia",74,1.24964905041943,1.16414529027012,1.34101587001162,1.08279819937386,-1.36118603825722,3.61086394161123,1.12739919452952,0.839690144221514,1.42508161184683
"det",2019,"North America",6,1.40835772587558,0.958794949140802,1.98294436586689,0.212771703747918,0.0196441192350523,0.445357190515525,0.212056065105708,0.131162435322643,0.318445410353288
"det",2020,"North America",14,0.868991836693417,0.766969638092053,0.984569170669099,0.116685986892095,0.0131749287533354,0.223731016414047,0.115922059434464,0.0851941921102283,0.146720685394196
"det",2021,"North America",14,1.02861566953281,0.906812761597859,1.17124777566089,0.14406663190325,0.021180980403206,0.27150753706745,0.143538482051169,0.107468179373298,0.185701843909681
"det",2022,"North America",16,1.08856318208409,0.977235297190649,1.20070057312229,0.15514746215254,0.024512375085045,0.292236465767691,0.155080464669529,0.115576936852718,0.195341148846692
"det",2023,"North America",13,1.32087799686254,0.976617648428096,1.79667519172934,0.188623110932565,0.0228005554525331,0.380726114699232,0.187381475716257,0.126096834081002,0.275036278665322
"dha",2019,"South & West Asia",48,2.47281180918321,2.16228943071411,2.78911631341719,1.23096457772653,-1.36718906075779,3.57560461052607,1.17733748445251,0.88053719210052,1.48845108159571
"dha",2020,"South & West Asia",56,2.4290943633746,2.14045569623533,2.73597721390023,1.09958541306803,-1.30044152790403,3.53363451685862,1.14972512426718,0.858224605111568,1.46603140246495
"dha",2021,"South & West Asia",64,2.13434024685159,1.88978308365717,2.40630952517149,0.972367974797278,-1.09458306295104,3.04973111673487,0.978824691112635,0.733462432905184,1.2456785518902
"dha",2022,"South & West Asia",73,1.87302054362048,1.66466066563008,2.09589038154548,0.869872338524768,-0.985349409203208,2.79360597302682,0.878915059484558,0.663734692528222,1.12269137702802
"dha",2023,"South & West Asia",67,1.8507736840907,1.67274433397586,2.04448771328965,0.845460012363436,-1.00036696992669,2.59147176416104,0.872431973938041,0.654713297748195,1.1168846503666
"dln",2023,"Central East Asia",6,1.02789636198728,0.76947658924578,1.34673460618277,0.160070959418941,-0.110591931859621,0.476623746514768,0.15938159594759,0.108997164768926,0.225818473904214
"dub",2021,"South & West Asia",7,1.22441774352041,0.93880195049097,1.58716622580587,0.472208350422326,-0.630211637821878,1.47192285751025,0.479608169028843,0.317110104138096,0.677454788097282
"dub",2022,"South & West Asia",5,1.04131566362682,0.923752697357037,1.17290513935033,0.418270320427304,-0.469179449908395,1.328758576087,0.427092916930611,0.319398402835657,0.547610433323755
"dub",2023,"South & West Asia",20,1.54257351610022,1.33061444521804,1.76764450015734,0.605074371805827,-0.659287009131145,1.95235867712526,0.635650626853096,0.472965685010356,0.817464640363388
